industry_title,industry,occupation_title,occupation,occupation_based_setting
Software publishers,6490,Security guards and gambling surveillance officers,3930,First response
Broadcasting (except internet),6670,Security guards and gambling surveillance officers,3930,First response
Internet publishing and broadcasting and web search portals,6672,Security guards and gambling surveillance officers,3930,First response
Wired telecommunications carriers ,6680,Security guards and gambling surveillance officers,3930,First response
"Telecommunications, except wired telecommunications carriers ",6690,Security guards and gambling surveillance officers,3930,First response
"Data processing, hosting, and related services",6695,Security guards and gambling surveillance officers,3930,First response
Libraries and archives,6770,Security guards and gambling surveillance officers,3930,First response
"Other information services, except libraries and archives, and internet publishing and broadcasting and web search portals",6780,Security guards and gambling surveillance officers,3930,First response
Banking and related activities,6870,Security guards and gambling surveillance officers,3930,First response
"Savings institutions, including credit unions ",6880,Security guards and gambling surveillance officers,3930,First response
Nondepository credit and related activities,6890,Security guards and gambling surveillance officers,3930,First response
"Securities, commodities, funds, trusts, and other financial investments",6970,Security guards and gambling surveillance officers,3930,First response
Insurance carriers,6991,Security guards and gambling surveillance officers,3930,First response
"Agencies, brokerages, and other insurance related activities",6992,Security guards and gambling surveillance officers,3930,First response
Automotive equipment rental and leasing ,7080,Security guards and gambling surveillance officers,3930,First response
Legal services ,7270,Security guards and gambling surveillance officers,3930,First response
"Accounting, tax preparation, bookkeeping, and payroll services",7280,Security guards and gambling surveillance officers,3930,First response
Computer systems design and related services ,7380,Security guards and gambling surveillance officers,3930,First response
Veterinary services ,7480,Security guards and gambling surveillance officers,3930,First response
Management of companies and enterprises ,7570,Security guards and gambling surveillance officers,3930,First response
Investigation and security services ,7680,Security guards and gambling surveillance officers,3930,First response
Services to buildings and dwellings (except cleaning during construction and immediately after construction) ,7690,Security guards and gambling surveillance officers,3930,First response
Landscaping services,7770,Security guards and gambling surveillance officers,3930,First response
Waste management and remediation services ,7790,Security guards and gambling surveillance officers,3930,First response
Elementary and secondary schools ,7860,Security guards and gambling surveillance officers,3930,First response
"Colleges, universities, and professional schools, including junior colleges",7870,Security guards and gambling surveillance officers,3930,First response
"Business, technical, and trade schools and training ",7880,Security guards and gambling surveillance officers,3930,First response
Offices of physicians ,7970,Security guards and gambling surveillance officers,3930,First response
Offices of dentists ,7980,Security guards and gambling surveillance officers,3930,First response
Offices of chiropractors ,7990,Security guards and gambling surveillance officers,3930,First response
Offices of optometrists ,8070,Security guards and gambling surveillance officers,3930,First response
Offices of other health practitioners  ,8080,Security guards and gambling surveillance officers,3930,First response
Outpatient care centers ,8090,Security guards and gambling surveillance officers,3930,First response
Home health care services ,8170,Security guards and gambling surveillance officers,3930,First response
Other health care services ,8180,Security guards and gambling surveillance officers,3930,First response
"General medical and surgical hospitals, and specialty (except psychiatric and substance abuse) hospitals",8191,Security guards and gambling surveillance officers,3930,First response
Psychiatric and substance abuse hospitals,8192,Security guards and gambling surveillance officers,3930,First response
Nursing care facilities (skilled nursing facilities),8270,Security guards and gambling surveillance officers,3930,First response
"Residential care facilities, except skilled nursing facilities",8290,Security guards and gambling surveillance officers,3930,First response
Individual and family services ,8370,Security guards and gambling surveillance officers,3930,First response
"Community food and housing, and emergency services ",8380,Security guards and gambling surveillance officers,3930,First response
Vocational rehabilitation services ,8390,Security guards and gambling surveillance officers,3930,First response
Child day care services ,8470,Security guards and gambling surveillance officers,3930,First response
Traveler accommodation ,8660,Security guards and gambling surveillance officers,3930,First response
Restaurants and other food services ,8680,Security guards and gambling surveillance officers,3930,First response
Automotive repair and maintenance ,8770,Security guards and gambling surveillance officers,3930,First response
Electronic and precision equipment repair and maintenance,8790,Security guards and gambling surveillance officers,3930,First response
Commercial and industrial machinery and equipment repair and maintenance,8870,Security guards and gambling surveillance officers,3930,First response
Drycleaning and laundry services ,9070,Security guards and gambling surveillance officers,3930,First response
"Funeral homes, and cemeteries and crematories ",9080,Security guards and gambling surveillance officers,3930,First response
Religious organizations ,9160,Security guards and gambling surveillance officers,3930,First response
Private households ,9290,Security guards and gambling surveillance officers,3930,First response
Executive offices and legislative bodies ,9370,Security guards and gambling surveillance officers,3930,First response
Public finance activities ,9380,Security guards and gambling surveillance officers,3930,First response
Other general government and support ,9390,Security guards and gambling surveillance officers,3930,First response
"Justice, public order, and safety activities ",9470,Security guards and gambling surveillance officers,3930,First response
Administration of human resource programs  ,9480,Security guards and gambling surveillance officers,3930,First response
Administration of environmental quality and housing programs ,9490,Security guards and gambling surveillance officers,3930,First response
Administration of economic programs and space research,9570,Security guards and gambling surveillance officers,3930,First response
National security and international affairs ,9590,Security guards and gambling surveillance officers,3930,First response
Crop production  ,170,Driver/sales workers and truck drivers,9130,Other essential job
Animal production and aquaculture,180,Driver/sales workers and truck drivers,9130,Other essential job
Forestry except logging ,190,Driver/sales workers and truck drivers,9130,Other essential job
Logging ,270,Driver/sales workers and truck drivers,9130,Other essential job
"Fishing, hunting and trapping ",280,Driver/sales workers and truck drivers,9130,Other essential job
Support activities for agriculture and forestry ,290,Driver/sales workers and truck drivers,9130,Other essential job
Oil and gas extraction ,370,Driver/sales workers and truck drivers,9130,Other essential job
Coal mining ,380,Driver/sales workers and truck drivers,9130,Other essential job
Metal ore mining ,390,Driver/sales workers and truck drivers,9130,Other essential job
Nonmetallic mineral mining and quarrying ,470,Driver/sales workers and truck drivers,9130,Other essential job
Not specified type of mining,480,Driver/sales workers and truck drivers,9130,Other essential job
Support activities for mining ,490,Driver/sales workers and truck drivers,9130,Other essential job
Construction (the cleaning of buildings and dwellings is incidental during construction and immediately after construction),770,Driver/sales workers and truck drivers,9130,Other essential job
"Animal food, grain and oilseed milling ",1070,Driver/sales workers and truck drivers,9130,Other essential job
Sugar and confectionery products ,1080,Driver/sales workers and truck drivers,9130,Other essential job
Fruit and vegetable preserving and specialty food manufacturing              ,1090,Driver/sales workers and truck drivers,9130,Other essential job
Dairy product manufacturing,1170,Driver/sales workers and truck drivers,9130,Other essential job
Animal slaughtering and processing ,1180,Driver/sales workers and truck drivers,9130,Other essential job
Retail bakeries ,1190,Driver/sales workers and truck drivers,9130,Other essential job
"Bakeries and tortilla manufacturing, except retail bakeries ",1270,Driver/sales workers and truck drivers,9130,Other essential job
"Seafood and other miscellaneous foods, n.e.c. ",1280,Driver/sales workers and truck drivers,9130,Other essential job
Not specified food industries,1290,Driver/sales workers and truck drivers,9130,Other essential job
Beverage manufacturing,1370,Driver/sales workers and truck drivers,9130,Other essential job
"Pulp, paper, and paperboard mills ",1870,Driver/sales workers and truck drivers,9130,Other essential job
Paperboard container manufacturing,1880,Driver/sales workers and truck drivers,9130,Other essential job
Miscellaneous paper and pulp products  ,1890,Driver/sales workers and truck drivers,9130,Other essential job
Printing and related support activities ,1990,Driver/sales workers and truck drivers,9130,Other essential job
Petroleum refining ,2070,Driver/sales workers and truck drivers,9130,Other essential job
Miscellaneous petroleum and coal products ,2090,Driver/sales workers and truck drivers,9130,Other essential job
"Resin, synthetic rubber, and fibers and filaments manufacturing   ",2170,Driver/sales workers and truck drivers,9130,Other essential job
Agricultural chemical manufacturing  ,2180,Driver/sales workers and truck drivers,9130,Other essential job
Pharmaceutical and medicine manufacturing,2190,Driver/sales workers and truck drivers,9130,Other essential job
"Paint, coating, and adhesive manufacturing ",2270,Driver/sales workers and truck drivers,9130,Other essential job
"Soap, cleaning compound, and cosmetics manufacturing ",2280,Driver/sales workers and truck drivers,9130,Other essential job
Industrial and miscellaneous chemicals ,2290,Driver/sales workers and truck drivers,9130,Other essential job
Plastics product manufacturing ,2370,Driver/sales workers and truck drivers,9130,Other essential job
Tire manufacturing ,2380,Driver/sales workers and truck drivers,9130,Other essential job
"Rubber products, except tires, manufacturing ",2390,Driver/sales workers and truck drivers,9130,Other essential job
"Pottery, ceramics, and plumbing fixture manufacturing  ",2470,Driver/sales workers and truck drivers,9130,Other essential job
Clay building material and refractories manufacturing,2480,Driver/sales workers and truck drivers,9130,Other essential job
Glass and glass product manufacturing ,2490,Driver/sales workers and truck drivers,9130,Other essential job
"Cement, concrete, lime, and gypsum product manufacturing ",2570,Driver/sales workers and truck drivers,9130,Other essential job
Miscellaneous nonmetallic mineral product manufacturing ,2590,Driver/sales workers and truck drivers,9130,Other essential job
Iron and steel mills and steel product manufacturing  ,2670,Driver/sales workers and truck drivers,9130,Other essential job
Aluminum production and processing  ,2680,Driver/sales workers and truck drivers,9130,Other essential job
Nonferrous metal (except aluminum) production and processing ,2690,Driver/sales workers and truck drivers,9130,Other essential job
Foundries ,2770,Driver/sales workers and truck drivers,9130,Other essential job
Metal forgings and stampings ,2780,Driver/sales workers and truck drivers,9130,Other essential job
Cutlery and hand tool manufacturing  ,2790,Driver/sales workers and truck drivers,9130,Other essential job
"Structural metals, and boiler, tank, and shipping container manufacturing ",2870,Driver/sales workers and truck drivers,9130,Other essential job
"Machine shops; turned product; screw, nut, and bolt manufacturing  ",2880,Driver/sales workers and truck drivers,9130,Other essential job
"Coating, engraving, heat treating, and allied activities ",2890,Driver/sales workers and truck drivers,9130,Other essential job
Ordnance ,2970,Driver/sales workers and truck drivers,9130,Other essential job
Miscellaneous fabricated metal products manufacturing             ,2980,Driver/sales workers and truck drivers,9130,Other essential job
Not specified metal industries,2990,Driver/sales workers and truck drivers,9130,Other essential job
"Construction, and mining and oil and gas field machinery manufacturing ",3080,Driver/sales workers and truck drivers,9130,Other essential job
Commercial and service industry machinery manufacturing,3095,Driver/sales workers and truck drivers,9130,Other essential job
Metalworking machinery manufacturing,3170,Driver/sales workers and truck drivers,9130,Other essential job
"Engine, turbine, and power transmission equipment manufacturing",3180,Driver/sales workers and truck drivers,9130,Other essential job
"Machinery manufacturing, n.e.c. or not specified",3291,Driver/sales workers and truck drivers,9130,Other essential job
Computer and peripheral equipment manufacturing,3365,Driver/sales workers and truck drivers,9130,Other essential job
"Communications, audio, and video equipment manufacturing",3370,Driver/sales workers and truck drivers,9130,Other essential job
"Navigational, measuring, electromedical, and control instruments manufacturing",3380,Driver/sales workers and truck drivers,9130,Other essential job
Household appliance manufacturing ,3470,Driver/sales workers and truck drivers,9130,Other essential job
"Electric lighting and electrical equipment manufacturing, and other electrical component manufacturing, n.e.c.",3490,Driver/sales workers and truck drivers,9130,Other essential job
Motor vehicles and motor vehicle equipment manufacturing ,3570,Driver/sales workers and truck drivers,9130,Other essential job
Aircraft and parts manufacturing,3580,Driver/sales workers and truck drivers,9130,Other essential job
Aerospace products and parts manufacturing ,3590,Driver/sales workers and truck drivers,9130,Other essential job
Railroad rolling stock manufacturing,3670,Driver/sales workers and truck drivers,9130,Other essential job
Ship and boat building ,3680,Driver/sales workers and truck drivers,9130,Other essential job
Other transportation equipment manufacturing,3690,Driver/sales workers and truck drivers,9130,Other essential job
Sawmills and wood preservation ,3770,Driver/sales workers and truck drivers,9130,Other essential job
"Veneer, plywood, and engineered wood products ",3780,Driver/sales workers and truck drivers,9130,Other essential job
Prefabricated wood buildings and mobile homes manufacturing,3790,Driver/sales workers and truck drivers,9130,Other essential job
Miscellaneous wood products ,3875,Driver/sales workers and truck drivers,9130,Other essential job
Medical equipment and supplies manufacturing,3960,Driver/sales workers and truck drivers,9130,Other essential job
Motor vehicle and motor vehicle parts and supplies merchant wholesalers,4070,Driver/sales workers and truck drivers,9130,Other essential job
Lumber and other construction materials merchant wholesalers ,4090,Driver/sales workers and truck drivers,9130,Other essential job
"Metals and minerals, except petroleum, merchant wholesalers                         ",4180,Driver/sales workers and truck drivers,9130,Other essential job
Household appliances and electrical and electronic goods merchant wholesalers ,4195,Driver/sales workers and truck drivers,9130,Other essential job
"Hardware, and plumbing and heating equipment, and supplies merchant wholesalers",4265,Driver/sales workers and truck drivers,9130,Other essential job
"Machinery, equipment, and supplies merchant wholesalers     ",4270,Driver/sales workers and truck drivers,9130,Other essential job
Paper and paper products merchant wholesalers ,4370,Driver/sales workers and truck drivers,9130,Other essential job
"Drugs, sundries, and chemical and allied products merchant  wholesalers ",4380,Driver/sales workers and truck drivers,9130,Other essential job
Grocery and related product merchant wholesalers ,4470,Driver/sales workers and truck drivers,9130,Other essential job
Farm product raw material merchant wholesalers ,4480,Driver/sales workers and truck drivers,9130,Other essential job
Petroleum and petroleum products merchant wholesalers ,4490,Driver/sales workers and truck drivers,9130,Other essential job
Alcoholic beverages merchant wholesalers ,4560,Driver/sales workers and truck drivers,9130,Other essential job
Farm supplies merchant wholesalers ,4570,Driver/sales workers and truck drivers,9130,Other essential job
Automobile dealers ,4670,Driver/sales workers and truck drivers,9130,Other essential job
"Automotive parts, accessories, and tire stores",4690,Driver/sales workers and truck drivers,9130,Other essential job
Household appliance stores ,4780,Driver/sales workers and truck drivers,9130,Other essential job
Electronics Stores,4795,Driver/sales workers and truck drivers,9130,Other essential job
Building material and supplies dealers  ,4870,Driver/sales workers and truck drivers,9130,Other essential job
Hardware stores ,4880,Driver/sales workers and truck drivers,9130,Other essential job
Lawn and garden equipment and supplies stores ,4890,Driver/sales workers and truck drivers,9130,Other essential job
Supermarkets and other grocery (except convenience) stores,4971,Driver/sales workers and truck drivers,9130,Other essential job
Convenience Stores,4972,Driver/sales workers and truck drivers,9130,Other essential job
Specialty food stores,4980,Driver/sales workers and truck drivers,9130,Other essential job
"Beer, wine, and liquor stores ",4990,Driver/sales workers and truck drivers,9130,Other essential job
Pharmacies and drug stores ,5070,Driver/sales workers and truck drivers,9130,Other essential job
Gasoline stations ,5090,Driver/sales workers and truck drivers,9130,Other essential job
Book stores and news dealers ,5370,Driver/sales workers and truck drivers,9130,Other essential job
"General merchandise stores, including warehouse clubs and supercenters ",5391,Driver/sales workers and truck drivers,9130,Other essential job
Florists,5470,Driver/sales workers and truck drivers,9130,Other essential job
Office supplies and stationery stores ,5480,Driver/sales workers and truck drivers,9130,Other essential job
Electronic shopping and mail-order houses,5593,Driver/sales workers and truck drivers,9130,Other essential job
Fuel dealers ,5680,Driver/sales workers and truck drivers,9130,Other essential job
Air transportation ,6070,Driver/sales workers and truck drivers,9130,Other essential job
Rail transportation ,6080,Driver/sales workers and truck drivers,9130,Other essential job
Water transportation ,6090,Driver/sales workers and truck drivers,9130,Other essential job
Truck transportation ,6170,Driver/sales workers and truck drivers,9130,Other essential job
Bus service and urban transit ,6180,Driver/sales workers and truck drivers,9130,Other essential job
Taxi and limousine service ,6190,Driver/sales workers and truck drivers,9130,Other essential job
Pipeline transportation ,6270,Driver/sales workers and truck drivers,9130,Other essential job
Services incidental to transportation ,6290,Driver/sales workers and truck drivers,9130,Other essential job
Postal Service ,6370,Driver/sales workers and truck drivers,9130,Other essential job
Couriers and messengers ,6380,Driver/sales workers and truck drivers,9130,Other essential job
Warehousing and storage ,6390,Driver/sales workers and truck drivers,9130,Other essential job
"Electric power generation, transmission and distribution",570,Driver/sales workers and truck drivers,9130,Other essential job
Natural gas distribution ,580,Driver/sales workers and truck drivers,9130,Other essential job
"Electric and gas, and other combinations ",590,Driver/sales workers and truck drivers,9130,Other essential job
"Water, steam, air-conditioning, and irrigation systems ",670,Driver/sales workers and truck drivers,9130,Other essential job
Sewage treatment facilities ,680,Driver/sales workers and truck drivers,9130,Other essential job
Not specified utilities ,690,Driver/sales workers and truck drivers,9130,Other essential job
Newspaper publishers,6470,Driver/sales workers and truck drivers,9130,Other essential job
Software publishers,6490,Driver/sales workers and truck drivers,9130,Other essential job
Broadcasting (except internet),6670,Driver/sales workers and truck drivers,9130,Other essential job
Internet publishing and broadcasting and web search portals,6672,Driver/sales workers and truck drivers,9130,Other essential job
Wired telecommunications carriers ,6680,Driver/sales workers and truck drivers,9130,Other essential job
"Telecommunications, except wired telecommunications carriers ",6690,Driver/sales workers and truck drivers,9130,Other essential job
"Data processing, hosting, and related services",6695,Driver/sales workers and truck drivers,9130,Other essential job
Libraries and archives,6770,Driver/sales workers and truck drivers,9130,Other essential job
"Other information services, except libraries and archives, and internet publishing and broadcasting and web search portals",6780,Driver/sales workers and truck drivers,9130,Other essential job
Banking and related activities,6870,Driver/sales workers and truck drivers,9130,Other essential job
"Savings institutions, including credit unions ",6880,Driver/sales workers and truck drivers,9130,Other essential job
Nondepository credit and related activities,6890,Driver/sales workers and truck drivers,9130,Other essential job
"Securities, commodities, funds, trusts, and other financial investments",6970,Driver/sales workers and truck drivers,9130,Other essential job
Insurance carriers,6991,Driver/sales workers and truck drivers,9130,Other essential job
"Agencies, brokerages, and other insurance related activities",6992,Driver/sales workers and truck drivers,9130,Other essential job
Automotive equipment rental and leasing ,7080,Driver/sales workers and truck drivers,9130,Other essential job
Legal services ,7270,Driver/sales workers and truck drivers,9130,Other essential job
"Accounting, tax preparation, bookkeeping, and payroll services",7280,Driver/sales workers and truck drivers,9130,Other essential job
Computer systems design and related services ,7380,Driver/sales workers and truck drivers,9130,Other essential job
Veterinary services ,7480,Driver/sales workers and truck drivers,9130,Other essential job
Management of companies and enterprises ,7570,Driver/sales workers and truck drivers,9130,Other essential job
Investigation and security services ,7680,Driver/sales workers and truck drivers,9130,Other essential job
Services to buildings and dwellings (except cleaning during construction and immediately after construction) ,7690,Driver/sales workers and truck drivers,9130,Other essential job
Landscaping services,7770,Driver/sales workers and truck drivers,9130,Other essential job
Waste management and remediation services ,7790,Driver/sales workers and truck drivers,9130,Other essential job
Elementary and secondary schools ,7860,Driver/sales workers and truck drivers,9130,Other essential job
"Colleges, universities, and professional schools, including junior colleges",7870,Driver/sales workers and truck drivers,9130,Other essential job
"Business, technical, and trade schools and training ",7880,Driver/sales workers and truck drivers,9130,Other essential job
Offices of physicians ,7970,Driver/sales workers and truck drivers,9130,Other essential job
Offices of dentists ,7980,Driver/sales workers and truck drivers,9130,Other essential job
Offices of chiropractors ,7990,Driver/sales workers and truck drivers,9130,Other essential job
Offices of optometrists ,8070,Driver/sales workers and truck drivers,9130,Other essential job
Offices of other health practitioners  ,8080,Driver/sales workers and truck drivers,9130,Other essential job
Outpatient care centers ,8090,Driver/sales workers and truck drivers,9130,Other essential job
Home health care services ,8170,Driver/sales workers and truck drivers,9130,Other essential job
Other health care services ,8180,Driver/sales workers and truck drivers,9130,Other essential job
"General medical and surgical hospitals, and specialty (except psychiatric and substance abuse) hospitals",8191,Driver/sales workers and truck drivers,9130,Other essential job
Psychiatric and substance abuse hospitals,8192,Driver/sales workers and truck drivers,9130,Other essential job
Nursing care facilities (skilled nursing facilities),8270,Driver/sales workers and truck drivers,9130,Other essential job
"Residential care facilities, except skilled nursing facilities",8290,Driver/sales workers and truck drivers,9130,Other essential job
Individual and family services ,8370,Driver/sales workers and truck drivers,9130,Other essential job
"Community food and housing, and emergency services ",8380,Driver/sales workers and truck drivers,9130,Other essential job
Vocational rehabilitation services ,8390,Driver/sales workers and truck drivers,9130,Other essential job
Child day care services ,8470,Driver/sales workers and truck drivers,9130,Other essential job
Traveler accommodation ,8660,Driver/sales workers and truck drivers,9130,Other essential job
Restaurants and other food services ,8680,Driver/sales workers and truck drivers,9130,Other essential job
Automotive repair and maintenance ,8770,Driver/sales workers and truck drivers,9130,Other essential job
Electronic and precision equipment repair and maintenance,8790,Driver/sales workers and truck drivers,9130,Other essential job
Commercial and industrial machinery and equipment repair and maintenance,8870,Driver/sales workers and truck drivers,9130,Other essential job
Drycleaning and laundry services ,9070,Driver/sales workers and truck drivers,9130,Other essential job
"Funeral homes, and cemeteries and crematories ",9080,Driver/sales workers and truck drivers,9130,Other essential job
Religious organizations ,9160,Driver/sales workers and truck drivers,9130,Other essential job
Private households ,9290,Driver/sales workers and truck drivers,9130,Other essential job
Executive offices and legislative bodies ,9370,Driver/sales workers and truck drivers,9130,Other essential job
Public finance activities ,9380,Driver/sales workers and truck drivers,9130,Other essential job
Other general government and support ,9390,Driver/sales workers and truck drivers,9130,Other essential job
"Justice, public order, and safety activities ",9470,Driver/sales workers and truck drivers,9130,Other essential job
Administration of human resource programs  ,9480,Driver/sales workers and truck drivers,9130,Other essential job
Administration of environmental quality and housing programs ,9490,Driver/sales workers and truck drivers,9130,Other essential job
Administration of economic programs and space research,9570,Driver/sales workers and truck drivers,9130,Other essential job
National security and international affairs ,9590,Driver/sales workers and truck drivers,9130,Other essential job
Crop production  ,170,Maids and housekeeping cleaners,4230,None of the above
Animal production and aquaculture,180,Maids and housekeeping cleaners,4230,None of the above
Forestry except logging ,190,Maids and housekeeping cleaners,4230,None of the above
Logging ,270,Maids and housekeeping cleaners,4230,None of the above
"Fishing, hunting and trapping ",280,Maids and housekeeping cleaners,4230,None of the above
Support activities for agriculture and forestry ,290,Maids and housekeeping cleaners,4230,None of the above
Oil and gas extraction ,370,Maids and housekeeping cleaners,4230,None of the above
Coal mining ,380,Maids and housekeeping cleaners,4230,None of the above
Metal ore mining ,390,Maids and housekeeping cleaners,4230,None of the above
Nonmetallic mineral mining and quarrying ,470,Maids and housekeeping cleaners,4230,None of the above
Not specified type of mining,480,Maids and housekeeping cleaners,4230,None of the above
Support activities for mining ,490,Maids and housekeeping cleaners,4230,None of the above
Construction (the cleaning of buildings and dwellings is incidental during construction and immediately after construction),770,Maids and housekeeping cleaners,4230,None of the above
"Animal food, grain and oilseed milling ",1070,Maids and housekeeping cleaners,4230,None of the above
Sugar and confectionery products ,1080,Maids and housekeeping cleaners,4230,None of the above
Fruit and vegetable preserving and specialty food manufacturing              ,1090,Maids and housekeeping cleaners,4230,None of the above
Dairy product manufacturing,1170,Maids and housekeeping cleaners,4230,None of the above
Animal slaughtering and processing ,1180,Maids and housekeeping cleaners,4230,None of the above
Retail bakeries ,1190,Maids and housekeeping cleaners,4230,None of the above
"Bakeries and tortilla manufacturing, except retail bakeries ",1270,Maids and housekeeping cleaners,4230,None of the above
"Seafood and other miscellaneous foods, n.e.c. ",1280,Maids and housekeeping cleaners,4230,None of the above
Not specified food industries,1290,Maids and housekeeping cleaners,4230,None of the above
Beverage manufacturing,1370,Maids and housekeeping cleaners,4230,None of the above
"Pulp, paper, and paperboard mills ",1870,Maids and housekeeping cleaners,4230,None of the above
Paperboard container manufacturing,1880,Maids and housekeeping cleaners,4230,None of the above
Miscellaneous paper and pulp products  ,1890,Maids and housekeeping cleaners,4230,None of the above
Printing and related support activities ,1990,Maids and housekeeping cleaners,4230,None of the above
Petroleum refining ,2070,Maids and housekeeping cleaners,4230,None of the above
Miscellaneous petroleum and coal products ,2090,Maids and housekeeping cleaners,4230,None of the above
"Resin, synthetic rubber, and fibers and filaments manufacturing   ",2170,Maids and housekeeping cleaners,4230,None of the above
Agricultural chemical manufacturing  ,2180,Maids and housekeeping cleaners,4230,None of the above
Pharmaceutical and medicine manufacturing,2190,Maids and housekeeping cleaners,4230,None of the above
"Paint, coating, and adhesive manufacturing ",2270,Maids and housekeeping cleaners,4230,None of the above
"Soap, cleaning compound, and cosmetics manufacturing ",2280,Maids and housekeeping cleaners,4230,None of the above
Industrial and miscellaneous chemicals ,2290,Maids and housekeeping cleaners,4230,None of the above
Plastics product manufacturing ,2370,Maids and housekeeping cleaners,4230,None of the above
Tire manufacturing ,2380,Maids and housekeeping cleaners,4230,None of the above
"Rubber products, except tires, manufacturing ",2390,Maids and housekeeping cleaners,4230,None of the above
"Pottery, ceramics, and plumbing fixture manufacturing  ",2470,Maids and housekeeping cleaners,4230,None of the above
Clay building material and refractories manufacturing,2480,Maids and housekeeping cleaners,4230,None of the above
Glass and glass product manufacturing ,2490,Maids and housekeeping cleaners,4230,None of the above
"Cement, concrete, lime, and gypsum product manufacturing ",2570,Maids and housekeeping cleaners,4230,None of the above
Miscellaneous nonmetallic mineral product manufacturing ,2590,Maids and housekeeping cleaners,4230,None of the above
Iron and steel mills and steel product manufacturing  ,2670,Maids and housekeeping cleaners,4230,None of the above
Aluminum production and processing  ,2680,Maids and housekeeping cleaners,4230,None of the above
Nonferrous metal (except aluminum) production and processing ,2690,Maids and housekeeping cleaners,4230,None of the above
Foundries ,2770,Maids and housekeeping cleaners,4230,None of the above
Metal forgings and stampings ,2780,Maids and housekeeping cleaners,4230,None of the above
Cutlery and hand tool manufacturing  ,2790,Maids and housekeeping cleaners,4230,None of the above
"Structural metals, and boiler, tank, and shipping container manufacturing ",2870,Maids and housekeeping cleaners,4230,None of the above
"Machine shops; turned product; screw, nut, and bolt manufacturing  ",2880,Maids and housekeeping cleaners,4230,None of the above
"Coating, engraving, heat treating, and allied activities ",2890,Maids and housekeeping cleaners,4230,None of the above
Ordnance ,2970,Maids and housekeeping cleaners,4230,None of the above
Miscellaneous fabricated metal products manufacturing             ,2980,Maids and housekeeping cleaners,4230,None of the above
Not specified metal industries,2990,Maids and housekeeping cleaners,4230,None of the above
"Construction, and mining and oil and gas field machinery manufacturing ",3080,Maids and housekeeping cleaners,4230,None of the above
Commercial and service industry machinery manufacturing,3095,Maids and housekeeping cleaners,4230,None of the above
Metalworking machinery manufacturing,3170,Maids and housekeeping cleaners,4230,None of the above
"Engine, turbine, and power transmission equipment manufacturing",3180,Maids and housekeeping cleaners,4230,None of the above
"Machinery manufacturing, n.e.c. or not specified",3291,Maids and housekeeping cleaners,4230,None of the above
Computer and peripheral equipment manufacturing,3365,Maids and housekeeping cleaners,4230,None of the above
"Communications, audio, and video equipment manufacturing",3370,Maids and housekeeping cleaners,4230,None of the above
"Navigational, measuring, electromedical, and control instruments manufacturing",3380,Maids and housekeeping cleaners,4230,None of the above
Household appliance manufacturing ,3470,Maids and housekeeping cleaners,4230,None of the above
"Electric lighting and electrical equipment manufacturing, and other electrical component manufacturing, n.e.c.",3490,Maids and housekeeping cleaners,4230,None of the above
Motor vehicles and motor vehicle equipment manufacturing ,3570,Maids and housekeeping cleaners,4230,None of the above
Aircraft and parts manufacturing,3580,Maids and housekeeping cleaners,4230,None of the above
Aerospace products and parts manufacturing ,3590,Maids and housekeeping cleaners,4230,None of the above
Railroad rolling stock manufacturing,3670,Maids and housekeeping cleaners,4230,None of the above
Ship and boat building ,3680,Maids and housekeeping cleaners,4230,None of the above
Other transportation equipment manufacturing,3690,Maids and housekeeping cleaners,4230,None of the above
Sawmills and wood preservation ,3770,Maids and housekeeping cleaners,4230,None of the above
"Veneer, plywood, and engineered wood products ",3780,Maids and housekeeping cleaners,4230,None of the above
Prefabricated wood buildings and mobile homes manufacturing,3790,Maids and housekeeping cleaners,4230,None of the above
Miscellaneous wood products ,3875,Maids and housekeeping cleaners,4230,None of the above
Medical equipment and supplies manufacturing,3960,Maids and housekeeping cleaners,4230,None of the above
Motor vehicle and motor vehicle parts and supplies merchant wholesalers,4070,Maids and housekeeping cleaners,4230,None of the above
Lumber and other construction materials merchant wholesalers ,4090,Maids and housekeeping cleaners,4230,None of the above
"Metals and minerals, except petroleum, merchant wholesalers                         ",4180,Maids and housekeeping cleaners,4230,None of the above
Household appliances and electrical and electronic goods merchant wholesalers ,4195,Maids and housekeeping cleaners,4230,None of the above
"Hardware, and plumbing and heating equipment, and supplies merchant wholesalers",4265,Maids and housekeeping cleaners,4230,None of the above
"Machinery, equipment, and supplies merchant wholesalers     ",4270,Maids and housekeeping cleaners,4230,None of the above
Paper and paper products merchant wholesalers ,4370,Maids and housekeeping cleaners,4230,None of the above
"Drugs, sundries, and chemical and allied products merchant  wholesalers ",4380,Maids and housekeeping cleaners,4230,None of the above
Grocery and related product merchant wholesalers ,4470,Maids and housekeeping cleaners,4230,None of the above
Farm product raw material merchant wholesalers ,4480,Maids and housekeeping cleaners,4230,None of the above
Petroleum and petroleum products merchant wholesalers ,4490,Maids and housekeeping cleaners,4230,None of the above
Alcoholic beverages merchant wholesalers ,4560,Maids and housekeeping cleaners,4230,None of the above
Farm supplies merchant wholesalers ,4570,Maids and housekeeping cleaners,4230,None of the above
Automobile dealers ,4670,Maids and housekeeping cleaners,4230,None of the above
"Automotive parts, accessories, and tire stores",4690,Maids and housekeeping cleaners,4230,None of the above
Household appliance stores ,4780,Maids and housekeeping cleaners,4230,None of the above
Electronics Stores,4795,Maids and housekeeping cleaners,4230,None of the above
